text,category
"Dua unit tongkang yang mengangkut batu bara di perairan Kabupaten Barito Utara, Kalimantan Tengah diamankan. Kapal tongkang ini mengangkut batu bara yang dikeruk dan dibawa secara ilegal keluar oleh PT AKT, perusahaan yang habis masa konsesinya pada 2017 lalu.\nDua tongkang yang diamankan adalah kapal TB Republik 031 dengan tongkang BG Tuhup 019 dan kapal TB Republik 032 dengan tongkang BG Tuhup 003. Kedua tongkang ini diperkirakan mengangkut 8.700 metrik ton batu bara.\nDalam keterangan tertulisnya, Senin (12/3/2018), Gubernur Kalteng Sugianto Sabran menginstruksikan jajarannya untuk menghentikan operasional tambang ilegal dan menahan kapal yang melakukan aktivitas pengangkutan keluar. Sebab hal itu terbukti merugikan Kalteng, meskipun PT AKT pernah menjadi perusahaan tambang pemegang Perjanjian Karya Pengusahaan Pertambangan Batu Bara (PKP2B) atau mendapatkan izin yang dikeluarkan pemerintah pusat.\nPengecekan muatan batu bara di atas tongkang itu dilakukan Dinas ESDM Provinsi Kalteng bersama Dinas Perhubungan Kalteng, Satpol PP Kalteng, dan sejumlah pejabat pemerintah Kabupaten Barito Utara. \nTim juga menemukan ada satu tongkang yang bersandar di sekitar stokpile perusahaan sedang memuat batu bara. Saat inspeksi, muatan sudah mencapai separuh tongkang. Tim pun menghentikan aksi tersebut.\nKepala Dinas Energi dan Sumber Daya Mineral (ESDM) Provinsi Kalteng Ermal Subhan menjelaskan, penahanan tongkang sehubungan berakhirnya izin PKP2B perusahaan tersebut pada 19 Oktober 2017 sehingga tidak berlaku lagi. Perusahaan tersebut tidak lagi dapat berproduksi atau memilirkan batu-baranya, tetapi nyatanya tetap berproduksi.\nDari hasil penelusuran ditemukan 200.000 metrik ton siap angkut di lokasi stokpile. Jika dibiarkan, yang dirugikan sudah pasti provinsi Kalteng.\nSejak November 2017 hingga 15 Februari 2018, 52 tongkang bermuatan batu bara milik PT AKT telah milir di Sungai Barito. Ditambah tangkapan dua unit tongkang tersebut maka total ada 54 tongkang dimilirkan oleh perusahaan. Satu tongkang berisi sekitar 4.300 metrik ton.\n\""Ini artinya perusahaan masih memproduksi padahal sudah pengakhiran/dihentikan karena izinnya selesai. Batu bara itu ilegal karena perusahaan berproduksi tanpa izin dan karena itu tidak berhak keluar Kalteng,\"" terang Ermal.\nErmal menyatakan, perusahaan tersebut telah melanggar aturan. Karena izin PKP2B telah dicabut sesuai Keputusan Menteri ESDM RI nomor 3714.K/30/MEM/2017 tentang Pengakhiran PKP2B PT AKT dengan pemerintah Indonesia.\n\""Kemudian ditindaklanjuti lagi dengan surat Keputusan Menteri ESDM RI Nomor 3715.K/30/MEM/2017 tentang Pengamanan Sarana dan Prasarana PT AKT. Sehingga Gubernur memerintahkan agar mengamankan sarana dan prasarana pengangkutan ilegal ini,\"" tandas dia.\nSementara itu, Kepala Dinas Perhubungan (Dishub) Provinsi Kalteng Ati Mulyati mengatakan pihaknya telah mendata tongkang bermuatan batu bara milik PT AKT yang berhasil milir dan yang masih ditahan. Hanya saja menurutnya, kerugian negara akibat aktivitas PT AKT ini belum bisa diperkirakan.\n\""Kita tahan dua unit tongkang batubara PT AKT di perairan Barito Utara, berdasarkan surat Keputusan Menteri ESDM, rekomendasi dari Gubernur dan kepala Dinas ESDM Kalteng,\"" sambungnya.\n\""Ini akan dilaporkan terlebih dahulu kepada pemerintah pusat untuk tindak lanjut serta dirinci kerugian yang dialami negara,\"" tambah Ati.\nMengenai sanksi terhadap perusahaan nekat tersebut, nantinya akan diserahkan sepenuhnya kepada pemerintah pusat.",ekonomi
"Foto: Dompet Amal Transmedia untuk Palu dan Donggala\nBantuan untuk korban gempa dan tsunami di Sulawesi Tengah (Sulteng) terus mengalir, termasuk lewat Dompet Amal Transmedia. Hingga kini, donasi yang masuk mencapai Rp 8,8 miliar. \nBadan Nasional Penanggulangan Bencana (BNPB) mencatat 2.081 orang meninggal dunia akibat gempa dan tsunami yang menerjang Kota Palu, Kabupaten Donggala, dan Kabupaten Sigi, Sulawesi Tengah pada 28 September 2018. Selain itu, BNPB juga mencatat 1.309 orang hilang.\nLebih dari 200 ribu orang mengungsi di berbagai titik. Status bencana Sulteng kini adalah transisi darurat ke pemulihan. \nKeluarga Besar Transmedia turut berduka atas bencana gempa bumi dan tsunami yang terjadi di Sulteng dan ikut membuka DOMPET AMAL TRANSMEDIA untuk meringankan beban saudara-saudara kita. Hingga Senin (5/11/2018) pukul 17.00 WIB, donasi yang terkumpul sejumlah Rp 8.843.083.648.\nTransmedia masih membuka pintu donasi bagi pembaca yang ingin menyalurkan bantuan bagi saudara-saudara kita yang menjadi korban bencana ini. Salurkan bantuan Anda melalui rekening DOMPET AMAL TRANSMEDIA:\nBank Mega : 01.074.00.11.111.889\nMega syariah: 10.000.100.100.1004\nBNI : 70.123.70.321\nBCA: 375.0500.888\nMandiri : 127.0000.2.7777.0\nBRI 034 10 100 1617 301\nBantuan yang kita beri pastinya akan sangat berarti untuk saudara-saudara kita di Palu, Donggala, dan daerah lain di Sulawesi Tengah yang terdampak gempa bumi dan tsunami.",sosial
"Seorang penyelam Badan SAR Nasional (BASARNAS) dikabarkan tewas akibat dekompresi, Sabtu (3/11/2018). Penyelam bernama Syachrul Anto meninggal dalam proses pencarian korban Lion Air JT 610.\nDokter ahli bedah dr Mozart, SpB, mengatakan dekompresi bisa terjadi pada korban penyelam yang naik secara mendadak. Namun ada faktor lain yang bisa menyebabkan korban meninggal.\n\""Mungkin saja korban sebelumnya terbawa arus atau menelan lumpur. Hal ini menjadi pertimbangan karena lokasi penyelaman yang berarus kuat dan penuh lumpur,\"" kata dokter yang kini bertugas di RS TNI AL Mintohardjo, saat dihubungi detikHealth, Sabtu (3/11/2018).\ngoogletag.pubads().definePassback('/4905536/detik_desktop/health/parallax_detail', [1, 1]).display();\nDekompresi memang bisa mengancam nyawa korban akibat belum tuntasnya proses adaptasi tubuh. dr Mozart mencotohkan penyelam yang naik cepat dari kedalaman 50 meter. Hal ini bisa menyebabkan pembuluh darah pecah pecah akibat tiba-tiba membesar. Korban mengalami mimisan sebelum akhirnya meninggal.\nPesawat JT 610 jatuh pada kedalaman 32,5 meter di Perairan Karawang. Korban Syachrul diduga naik cepat hingga akhirnya mengalami dekompresi. Korban sudah diberangkatkan ke rumah duka di Surabaya, sementara proses evakuasi terus berlanjut.\n(Rosmha Widiyani/up)",sosial
"Penyelam Badan SAR Nasional (BASARNAS) Syachrul Anto meninggal dalam proses pencarian korban JT 610. Korban diduga tewas akibat dekompresi karena naik cepat usai menyelam.\nDokter ahli bedah dr Mozart, SpB, mengatakan dekompresi terjadi akibat gas nitrogen dalam tubuh yang tidak bisa dilepas ke lingkungan bebas. Gelembung nitrogen menghambat pembuluh darah dan persendian, yang menyebabkan penyelam merasa kesemutan dan pegal.\n\""Penyelam harus naik perlahan untuk membebaskan nitrogen dalam tubuhnya. Nitrogen ini dilepas dalam bentuk gelembung seperti yang ada dalam minuman bersoda,\"" kata dr Mozart yang bertugas di RS TNI AL Mintohardjo saat dihubungi detikHealth pada Sabtu (3/11/2018).\ngoogletag.pubads().definePassback('/4905536/detik_desktop/health/parallax_detail', [1, 1]).display();\nProses evakuasi bagi penyelam yang mengalami dekompresi adalah kembali menyelam sesuai kedalamannya. Penyelam selanjutnya naik perlahan untuk memastikan tidak ada sisa nitrogen dalam tubuh.\nPenyelam juga bisa dimasukkan dalam chamber (bilik) untuk menuntaskan proses adaptasi tubuh. dr Mozart menjelaskan tekanan dalam chamber akan diatur sesuai lokasi tugas penyelam. Selanjutkan tekanan dikurangi perlahan hingga akhirnya sesuai lingkungan sekitar.\nMenurut Mozart tidak ada golden period dalam usaha evakuasi korban dekompresi. Korban masih bisa selamat asal tidak mengalami kecelakaan parah, misal ada organ yang pecah.\nPenyelam yang berpengalaman biasanya bisa merasakan efek dekompresi. Pada sebagian kasus korban bisa selamat meski dekompresi sudah berlangsung beberapa hari.\n(Rosmha Widiyani/frp)",sosial
"Presiden Direktur PT Adaro Energy Tbk (ADRO) Garibaldi Thohir mengaku akan meningkatkan jumlah produksi batu bara di tambang Kestrel.\nPria yang kerap disapa Boy Thohir ini mengatakan peningkatan produksi batu bara dikarenakan beberapa jenis produk batu bara yang berasal dari tambang bekas milik Rio Tinto banyak dibutuhkan negara-negara produksi baja.\n\""Ya insya Allah, kalau bagus kenapa nggak,\"" kata Boy di Kementerian Keuangan, Jakarta Pusat, Rabu (3/10/2018).\ngoogletag.pubads().definePassback('/4905536/detik_desktop/finance/parallax_detail', [1, 1]).setTargeting('pos', ['parallax_detail']).display();\nBoy menyebutkan, peningkatan produksi juga dikarenakan kebutuhan yang sangat besar namun pasokannya masih kurang. Produk yang akan ditingkatkan juga berupa thermal coal dan coking coal yang dibutuhkan oleh negara seperti China, Jepang, dan Korea.\n\""Nah, beda kalau thermal coal kan pasarnya luar. Kalau coking coal kan hanya negara penghasil steel. China, Jepang, Korea,\"" ungkap dia.\nMeski demikian, dia mengaku tidak memiliki target seberapa besar peningkatan produksi yang akan dilakukan. Sebab, fokus yang dilakukan sekarang adalah melancarkan peralihan operasional dan manajemen.\n\""Tapi kita fokus dulu, supaya operasional bagus, kalau semuanya oke baru akan kita tingkatkan,\"" jelas dia.\nSebelumnya, PT Adaro Energy Tbk (ADRO) bersama EMR Capital Ltd (EMR) merampungkan akuisisi kepemilikan Rio Tinto atas Kestrel Coal Mine (Kestrel) sebanyak 80%. Akuisisi 80% tersebut senilai dengan US$ 2,6 miliar atau setara Rp 36,4 triliun (kurs Rp 14.000).\nUntuk mengakuisisi Kestrel, Adaro menggandeng EMR yang merupakan private equity. Kemudian, mereka membentuk perusahaan patungan bernama Kestrel Coal Resources Pty Ltd. Adapun kepemilikan saham Adaro sebesar 48% dan EMR 52%. Selanjutnya, setelah akuisisi ini saham Kestrel Coal Resources Pty Ltd di Kestrel menjadi 80% dan Mitsui Coal Australia 20%.\nKestrel merupakan tambang dengan aset batu bara berkualitas tinggi. Tambang ini terletak 40 km di utara kota Emerald yang berada di area batu bara Bowen Basin, di tengah negara bagian Queensland.\nPada tahun 2017, Kestrel memproduksi 4,25 Mt batubara metalurgi berkualitas tinggi dan memiliki cadangan yang dapat dijual (marketable reserves) sebesar 146 Mt dan sumber daya sebesar 241 Mt.",ekonomi
"Menteri Energi dan Sumber Daya Mineral (ESDM) Ignasius Jonan pada tanggal 1 Oktober 2018 telah menetapkan Keputusan Menteri (Kepmen) ESDM Nomor 1974 K/30/MEM/2018 tentang Harga Mineral Logam Acuan dan Harga Batubara Acuan untuk Bulan Oktober Tahun 2018. Kepmen tersebut menetapkan Harga Batubara Acuan (HBA) dan Harga acuan untuk 20 mineral logam (Harga Mineral Acuan/HMA).\nBerdasarkan Kepmen tersebut, HBA Oktober 2018 ditetapkan sebesar US$ 100,89 per ton. Angka tersebut turun dibandingkan posisi sebelumnya US$ 104,81 per ton.\n\""Harga batu bara acuan mengalami penurunan dari bulan sebelumnya, turun sebesar US$ 3,92 dari HBA Agustus 2018 sebesar US$ 104,81 per ton,\"" jelas Kepala Biro Komunikasi, Layanan Informasi Publik, dan Kerja Sama (Biro KLIK) Kementerian ESDM Agung Pribadi dalam keterangannya, Senin (8/10/2018).\ngoogletag.pubads().definePassback('/4905536/detik_desktop/finance/parallax_detail', [1, 1]).setTargeting('pos', ['parallax_detail']).display();\nAgung menyampaikan, HBA bulan Oktober 2018 lebih rendah daripada bulan sebelumnya salah satunya dipengaruhi oleh kebijakan proteksi impor China.\n\""Sebagai salah satu konsumen terbesar batu bara, tentu kebijakan ini berpengaruh terhadap penurunan HBA di bulan ini,\"" jelas Agung.\nDi samping itu, penurunan HBA disebabkan oleh pergerakan variabel yang membentuk HBA, yaitu Indonesia Coal Index (ICI), Newcastle Export Index (NEX), Globalcoal Newcastle Index (GCNC), dan Platss 5900 pada bulan sebelumnya. Kualitasnya disetarakan pada kalori 6322 kcal per kg GAR, Total Moisture 8%, Total Sulphur 0,8% dan Ash 15%.\nSebagaimana diketahui, Kepmen yang mengatur HBA dan HMA yang telah ditetapkan ini akan digunakan sebagai dasar perhitungan Harga Patokan Batubara dan Mineral di bulan Oktober 2018.\nBerdasarkan Kepmen tersebut, HMA komoditas nikel, kobalt dan timbal mengalami penurunan. Harga nikel ditetapkan US$ 12.803,41/dry metric ton (dmt) turun dari US$ 13.509,05/dmt dari HMA September 2018, kobalt ditetapkan US$ 63.659,09/dmt turun dari US$ 65.385,71/dmt, dan timbal mengalami penurunan dari US$ 2.040,55/dmt menjadi US$ 2.102,43/dmt.\nKomoditas seng dan tembaga pun juga mengalami tren penurunan. Harga seng turun dari US$ 2.571,38/dmt pada September 2018 menjadi US$ 2.422,43/dmt dan untuk tembaga, HMA Oktober 2018 ditetapkan US$ 5.956,98/dmt, turun dari US$ 6.107,40/dmt. Sementara, HMA aluminium mengalami kenaikan dari US$ 2.040,59/dmt menjadi US$ 1.699,33/dmt\nDi samping komoditas mineral di atas, komoditas mineral lain mengalami fluktuasi harga sebagai berikut:\nEmas sebagai mineral ikutan: US$ US$ 1.198,59/ounce, turun dari US$ 1.212,37/ouncePerak sebagai mineral ikutan: US$ 14,43/ounce turun dari US$ 15,30/ounceIngot timah Pb 300: sesuai harga ingot timah yang dipublikasikan ICDX pada hari penjualanIngot timah Pb 200: sesuai harga ingot timah yang dipublikasikan ICDX pada hari penjualanIngot timah Pb 100: sesuai harga ingot timah yang dipublikasikan ICDX pada hari penjualanIngot timah Pb 050: sesuai harga ingot timah yang dipublikasikan ICDX pada hari penjualanIngot timah 4NINE: sesuai harga ingot timah yang dipublikasikan ICDX pada hari penjualanLogam emas: sesuai harga logam emas yang dipublikasikan London Bullion Market Association (LBMA) pada hari penjualanLogam perak: sesuai harga logam perak yang dipublikasikan London Bullion Market Association (LBMA) pada hari penjualanMangan: US$ 5,94/dmt, naik dari US$ 5,93/dmt pada September 2018Bijih Besi Laterit/Hematit/Magnetit: US$ 0,79/dmt, naik dari 0,77/dmt pada HMA September 2018Bijih Krom: US$ 3,41/dmt, turun dari US$ 3,53/dmtKonsentrat Ilmenit: US$ 3,58/dmt, naik dari US$ 3,48 /dmtKonsentrat Titanium: US$ 9,48 /dmt, turun dari 9,51/dmt pada HMA September 2018HMA adalah salah satu variabel dalam menentukan Harga Patokan Mineral (HPM) logam berdasarkan formula yang diatur dalam Kepmen ESDM Nomor 2946 K/30/MEM/2017 tentang Formula Untuk Penetapan Harga Patokan Mineral Logam. Variabel penentuan HPM logam lainnya adalah nilai/kadar mineral logam, konstanta, corrective factor, treatment cost, refining charges, dan payable metalBesaran HMA ditetapkan oleh Menteri ESDM setiap bulan dan mengacu pada publikasi harga mineral logam pada index dunia, antara lain oleh London Metal Exchange, London Bullion Market Association, Asian Metal dan Indonesia Commodity and Derivatives Exchange (ICDX).",ekonomi
"Label hoax untuk gambar inilah yang membuat Kominfo merasa perlu meluruskan asumsi keliru sejumlah kalangan (Foto: Dok. Kominfo)\nKementerian Komunikasi dan Informatika (Kominfo) memberi penjelasan lebih lanjut demi meluruskan asumsi sejumlah kalangan terkait label hoax untuk aksi kemanusiaan FPI di Palu, Sulawesi Tengah.\nPersoalan ini bermula dari Kominfo yang mengidentifikasi adanya hoax yang beredar di masyarakat menyangkut gempa dan tsunami di Donggala dan Palu. Dari delapan hoax, satu di antaranya menampilkan orang dengan pakaian tulisan FPI tengah membantu evakuasi korban bencana alam.\nGambar yang beredar di masyarakat itu disertai narasi \""gerak cepat relawan FPI evakuasi korban gempa Palu\"". Perpaduan gambar dan narasi itulah yang kemudian membuat Kominfo mengidentifikasinya sebagai hoax.\nFaktanya, memang benar gambar tersebut mengisahkan bantuan relawan FPI terhadap korban bencana alam. Yang kemudian membuatnya jadi hoax adalah bahwa gambar itu sejatinya merupakan kejadian di desa Tegal Panjang, Sukabumi, Jawa Barat pada tahun 2015 silam.\nDengan kata lain, sebaran gambar relawan FPI (dengan narasi membantu korban bencana alam gempa Palu) teridentifikasi sebagai hoax karena bantuan tersebut sebenarnya dilakukan di tempat dan waktu berbeda.\nNah, identifikasi hoax dari Kominfo ini rupanya membuat sejumlah kalangan memaknainya dengan kurang pas. Agar miskomunikasi di publik tak berlarut-larut, Kominfo menjelaskan kembali maksud pernyataan tersebut.\nBerikut penjelasan lengkap berdasarkan keterangan tertulis Kominfo, Rabu (3/10/2018):\n1. Kementerian Komunikasi dan Informatika RI yang diwakili oleh Plt. Kepala Biro Humas Ferdinandus Setu, tidak pernah mengeluarkan pernyataan bahwa aktivitas kemanusiaan FPI bagi korban gempa bumi di Sulawesi Tengah sebagai hoax. \n2. Adalah benar bahwa Kemkominfo RI, pada Selasa, 2 Oktober 2018 mengeluarkan Siaran Pers mengenai 8 (delapan) hoax yg muncul internet pasca-gempa Sulawesi Tengah. Salah satu hoax yg kami sampaikan pada siaran pers tersebut adalah foto yg memperlihatkan sejumlah orang melakukan aktivitas di wilayah tanah longsor yang disandingkan dengan judul atau caption 'gerak cepat relawan FPI evakuasi korban gempa palu 7.7'. Kami sampaikan dalam siaran pers kami bahwa foto tersebut adalah hoax, karena faktanya dalam gambar tersebut memperlihatkan relawan FPI yang membantu korban longsor di Tegal Panjang, Sukabumi pada tahun 2015. \n3. Sekali lagi, Kementerian Kominfo RI yg diwakili oleh Plt Kepala Biro Humas Ferdinandus Setu sama sekali tidak mengeluarkan pernyataan bahwa aksi kemanusiaan di FPI di Sulawesi Tengah sebagai hoax. Setiap bantuan kemanusiaan untuk meringankan penderitaan saudara-saudara kita di Sulawesi Tengah yang terdampak gempa, dari siapapun, dari organisasi apapun harus kita apresiasi sebagai upaya bersama seluruh komponen bangsa.\n4. Kementerian Kominfo RI, selain memastikan jaringan telekomunikasi di wilayah terdampak gempa di Sulawesi Tengah, juga akan terus memantau dan menyampaikan kepada publik setiap informasi hoax terkait penanganan di masa tanggap darurat bencana ini. Setiap pelaku hoax akan kami teruskan ke Mabes Polri (Cq Direktorat IT &amp; Cyber Crime) untuk proses penegakan hukum lebih lanjut. \n5. Kepada para netizen Indonesia, kami mohon dengan sangat, jika tidak atau belum bisa membantu secara langsung saudara-saudara kita di Sulawesi Tengah, setidaknya kita bisa berkontribusi untuk mempercepat proses pemulihan pada masa tanggap darurat dengan tidak ikut menyebarkan informasi yang masih diragukan kebenarannya alias hoax.\n6. Jika masih ragu-ragu apakah sebuah informasi masuk kategori hoax atau fakta atau jika ada informasi yang diduga mengandung hoax, masyarakat dapat melaporkannya melalui laman aduankonten.id, email aduankonten@kominfo.go.id atau mention ke akun twitter @aduankonten.\nTerima kasih atas perhatiannya. Siapa kita? INDONESIA!\nSalam,\nFerdinandus Setu\nPlt. Kepala Biro Humas Kemkominfo RI\nGlenn Fredly Hubungi Pasha Ungu Soal Musibah Palu, tonton videonya di sini:",iptek
Kalimantan Tengah - Sebuah perusahaan tambang batu bara di Kalimantan Tengah masih beroperasi meski sudah habis masa konsesinya pada 2017 lalu. Kok bisa?,ekonomi
"PT Bukit Asam Tbk (PTBA) dan PT Kereta Api Indonesia (Persero) melakukan kerja sama dalam peningkatan angkutan batu bara kurun waktu 2018-2027. Rencananya, pengembangan kapasitas angkutan batu bara Tanjung Enim Baru-Prajin dan Tanjung Enim Baru-Tarahan (Second Line) akan menambah total kapasitasnya menjadi 60 juta ton per tahun yang direncanakan beroperasi mulai 2023 mendatang.\nKerja sama ini dibuktikan melalui penandatanganan perjanjian bersama mengenai Perjanjian Kerangka Kerjasama (Framework Agreement) Pengembangan Angkutan batu bara Kereta Api Jalur Tanjung Enim Baru-Prajin dan Jalur Tanjung Enim Baru-Tarahan (Second Line), Rencana Jangka Panjang (RJP) Angkutan batu bara 2018-2027, dan Keputusan Bersama Direksi PTBA-PT KAI tentang Tim Bersama Pengembangan Angkutan batu bara dengan Kereta Api Jalur Tanjung Enim Baru-Prajin dan Tanjung Enim Baru-Tarahan (Second Line).\nPenandatanganan kerja sama tersebut dilakukan oleh Direktur Utama PTBA Arviyan Arifin dan Direktur Utama PT KAI Edi Sukmoro pada acara perayaan HUT PT KAI yang ke-73 di Pusdiklat PT KAI Bandung, Sabtu (29/9/2018).\ngoogletag.pubads().definePassback('/4905536/detik_desktop/finance/parallax_detail', [1, 1]).setTargeting('pos', ['parallax_detail']).display();\n\""Penandatanganan perjanjian antara PTBA dan PT KAI terkait pengembangan angkutan batu bara menuju target 60 juta ton ini merupakan sebuah momen penting untuk peningkatan kinerja perseroan maupun kinerja PT KAI di masa datang. Adanya perjanjian ini juga merupakan sinergi BUMN dalam membangun negeri,\"" ujar Sekretaris Perusahaan PTBA, Suherman, dalam keterangan tertulisnya. \nNantinya, angkutan batu bara jalur Tanjung Enim Baru-Prajin memiliki kapasitas minimal 10 juta ton per tahun. Sementara jalur Tanjung Enim Baru-Tarahan (Second Line) memiliki kapasitas minimal 20 juta ton per tahun. Kini kedua jalur tersebut kini sedang memasuki tahap studi kelayakan dan mulai beroperasi pada 2023. \nKini PTBA dan PT KAI telah mengoperasikan angkutan batu bara jalur Tanjung Enim-Tarahan dengan kapasitas 25 juta ton per tahun dan jalur Tanjung Enim-Dermaga Kertapati dengan kapasitas 5 juta ton per tahun. Sehingga pada 2023, angkutan batu bara akan memiliki total kapasitas 60 juta ton per tahun. \nSelain itu, PTBA dan PT KAI bersepakat membentuk Tim Bersama Pengembangan Angkutan batu bara untuk kedua jalur baru ini. Gunanya untuk menunjang kelancaran jalannya pengembangan kapasitas angkutan batu bara. Tim inilah yang akan bertugas melakukan studi kelayakan pengembangan angkutan batu bara Tanjung Enim Baru-Prajin dan Tanjung Enim Baru-Tarahan (Second Line).",ekonomi
"Menteri Komunikasi dan Informatika (Kominfo) Rudiantara menyebut jaringan telekomunikasi di Sulawesi Tengah pasca gempa bumi dan tsunami berangsur membaik. Rudiantara mengatakan, 97% jaringan telekomunikasi dapat berfungsi.\n\""Sulteng selulernya sudah beroperasi 97%. Praktis sudah kembali seperti sedia kala. Palu sudah 90% lebih, Donggala dan Sigi sama semua diatas 90%. Rata-rata Sulteng sudah semua,\"" kata Rudiantara, di Ombudsman, Jl HR Rasuna Said, Jakarta Selatan, Kamis (25/10/2018). \nIa mengatakan, perbaikan jaringan telekomunikasi itu karena pasokan listrik sudah membaik di lokasi terdampak gempa. Ada pula operator yang menggunakan genset untuk memberikan pelayanannya.\n\""Karena listrik sudah masuk dan beberapa teman operator menggunakan genset,\"" ungkapnya.\nMeski belum 100% Base Transceiver Station (BTS) yang aktif, Rudiantara mengatakan terdapat kemajuan dalam penanganan pasca gempa. \n\""Jadi ada beberapa BTS yang belum aktif tapi paling 1-2 saja dari ratusan, nggak berarti,\"" ungkap Rudiantara.\nSebelumnya, Plt Kepala Biro Humas Kementerian Kominfo Ferdinandus Setu mengatakan, sampai hari ke-10, jaringan telekomunikasi seluler di Sulteng yang berfungsi mencapai 75,65% atau sebanyak 2.662 BTS yang aktif.",iptek
Uniknya motor yang satu ini. Walaupun bentuknya mungil namun bodinya kekar seperti truk.,iptek
"Motor listrik Gesits direncanakan diproduksi massal tahun depan. Sebelum diluncurkan, motor listrik Gesits dibawa ke Istana Presiden untuk dicoba oleh Presiden Joko Widoddo (Jokowi). Di sana, pihak Gesit juga berdiskusi dengan Jokowi terkait motor listrik buatan anak bangsa ini.\nDirektur PT Gesits Technologies Indo Zaki Nahdi Saleh mengatakan, motor listrik Gesits sudah dipesan 30.000 unit. Padahal, harga resmi Gesits belum juga diumumkan. Namun diharapkan, motor listrik Gesits punya harga lebih kompetitif dengan harga motor bensin.\n\""Kita mengharap bahwa harga pasar bisa di bawah kompetitor sekelas yang motor konvensional,\"" kata Zaki di Istana Merdeka, Jalan Medan Merdeka Utara, Jakarta Pusat, Rabu (7/11/2018).\nMenurut Zaki, Gesits sebagai motor listrik pertama yang dikembangkan anak dalam negeri. Kuncinya motor listrik Gesits bisa lebih murah ada pada baterai yang dikembangkan oleh Pertamina.\n\""Kuncinya di sini, karena itu motor dibeli, baterainya dimiliki oleh Pertamina. Jadi harga bisa murah. Kalau motor listrik baterainya di dalam, harga baterai hari ini masih mahal. 35 persen dari komponen harga itu baterai, bisa sampai 50 persen kadang-kadang. Jadi harga motor listrik itu bisa mahal, lebih dari Rp 50 juta,\"" ucap Zaki.\nZaki pun membocorkan kisaran harga Gesits. Menurutnya, motor listrik Gesits bisa dijual dengan harga Rp 20 jutaan.\n\""Kalau dari kita, dari industrinya kurang lebih di Rp 20 juta, kalau nanti kita jual ke pasar kurang lebih Rp 22-23 juta,\"" ungkapnya.\nTadinya motor diharapkan bisa dijual sekitar Rp 15 juta.",iptek
"Jonatan Christie mengajak masyarakat untuk menggalang dana untuk korban bencana gempa bumi Sulawesi Tengah. Dia mengampanyekan pembangunan ruang sekolah. \nJonatan menjadi juara di Asian Games 2018 yang baru berakhir 2 September. Pebulutangkis DKI Jakarta itu menjadi yang terbaik di nomor tunggal putra perorangan dan beregu putra. Dia pun diganjar bonus. \nUsai dikalungi medali, Jonatan menyebut menyumbangkan hampir sebagian dari bonus Asian Games sebesar Rp 420 juta. Dia juga mengajak masyarakat untuk turut berdonasi untuk korban Lombok. Jojo, sapaan karib Jonatan Christie, juga sempat mendatangi korban bencana di pulau itu. \nDalam waktu berdekatan, Indonesia kembali diguncang oleh gempa 7,4 skala richter. Tepatnya, di wilayah Palu dan Donggala.\nJonatan kembali menunjukkan kepeduliannya. Dia menggalang dana untuk membangun ruang kelas di Sulawesi Tengah. Melalui Yayasan Plan Internasional Indonesia, dia berencana membangun ruang kelas darurat dan peralatan untuk 400 anak terdampak bencana di Sulawesi Tengah.\n\""Yang Ruang Sekolah, enggak ada hubungan dengan Asian Games. Dan kemarin di Lombok sudah diserahkan nazarnya. Yang Palu ini senang saja bisa bantu teman-teman yang membutuhkan,\"" kata Jojo yang dihubungi detikSport. \n\""Ya, pastinya banyak anak-anak yang membutuhkan sekolah. Walau sekarang ada musibah tapi mereka harus pendidikan juga. Harus berkumpul lagi satu sama lain. Jadi lebih bantu anak anak di sana,\"" Jonatan menambahkan.\n\""Sebenarnya idenya dari Plan Indonesia. Jadi mereka yang memberi tahu saya ini di sana lagi butuh ini ini. Saya pikir 'Oh ya kenapa engga? Mereka membutuhkan juga terutama anak-anaknya juga. Jadi saya pikir oke lah untuk membangun sekolah di sana,\"" dia menambahkan.\nTapi Jojo, panggilan karib Jonatan Christie, tak bisa sendirian. Dia mengajak seluruh pihak untuk ikut membantunya.\nSaat ini penggalangan dana yang dimulai 23 Oktober tersebut sudah terkumpul Rp 44. 972.529 dari target Rp 200 juta.\nDonasi masih dibuka melalui kitabisa.com. Jadi tunggu apa lagi, ayo bantu Sulawesi Tengah!",sosial
